Area_Name,Year,complaints_received,complaints_cases_registered,disciplinary_actions,dismissals,convictions_police,false_complaints,dept_enquiries,mag_enquiries,rape_victims_total,rape_upto_10,rape_10_14,rape_14_18,rape_18_30,rape_30_50,rape_above_50,property_stolen_value,property_recovered_value,murder_total,murder_above_50,auto_theft_stolen,auto_theft_recovered,fraud_1_10cr,fraud_10_25cr,fraud_25_50cr,fraud_50_100cr,fraud_above_100cr,trial_total,trial_confession,trial_regular,housing_available,sanctioned_strength,women_cases_reported,women_chargesheeted,women_convicted,women_acquitted,women_pending_investigation,women_pending_trial,women_false_cases,women_arrests_persons,women_arrests_convicted,women_arrests_chargesheeted,fraud_total,rape_below_18,custodial_deaths_total,property_recovery_rate
Delhi,2001,6572,184,99,103,0,368,428,0,766,96,162,308,118,82,0,4255106786,436509188,1148.0,84.0,15962.0,4100.0,5.0,0.0,0.0,0.0,0.0,6300.0,1205.0,5095.0,0.0,11226.0,5101,3128,1581,10237,2686,8533,444,6089,1684,5688,5.0,566,0,10.258477870313076
Delhi,2002,9626,92,58,79,0,366,475,0,814,70,108,104,434,98,0,3937816482,200753774,1082.0,80.0,15208.0,3412.0,0.0,0.0,0.0,0.0,0.0,3846.0,0.0,3846.0,0.0,11246.0,5027,2926,496,9029,2930,9823,358,5945,814,5256,0.0,282,0,5.098098779302128
Delhi,2003,9797,108,77,77,0,352,578,0,980,52,100,152,642,34,0,3876326264,153250796,1004.0,96.0,15376.0,2854.0,31.0,0.0,0.0,0.0,0.0,3702.0,0.0,3702.0,0.0,11246.0,7178,3367,603,9644,4695,10837,500,9359,1219,8583,31.0,304,0,3.953506117977277
Delhi,2004,10179,123,96,85,0,2939,591,0,1102,120,252,154,564,12,0,4588713912,231165094,1020.0,96.0,17848.0,4242.0,11.0,0.0,0.0,0.0,0.0,5209.0,0.0,5209.0,0.0,11246.0,7884,4276,1226,10399,6256,11372,636,9890,1417,8846,11.0,526,0,5.037688085009559
Delhi,2005,6665,86,211,87,0,1583,612,0,1332,120,240,110,808,50,4,4119583280,190325934,1066.0,80.0,17766.0,4498.0,4.0,0.0,0.0,0.0,0.0,5972.0,0.0,5972.0,0.0,11607.0,9016,4980,844,10752,8565,12679,453,11190,1458,10127,4.0,470,0,4.620028800582956
Delhi,2006,5360,113,1374,182,0,113,579,0,1252,140,222,534,310,42,4,5097249186,270473372,976.0,56.0,18804.0,4120.0,1.0,0.0,0.0,0.0,0.0,5945.0,0.0,5945.0,0.0,11223.0,9370,5611,1034,10337,10737,14845,431,12013,1731,10691,1.0,896,0,5.306261517346977
Delhi,2007,5786,87,1386,91,0,288,513,0,1204,152,188,456,358,48,2,3699220650,201589428,1022.0,82.0,17748.0,3564.0,5.0,0.0,6.0,0.0,0.0,6065.0,0.0,6065.0,0.0,12339.0,9975,5066,1211,10377,13841,16140,524,11056,1920,9231,11.0,796,0,5.449510777357927
Delhi,2008,6031,93,1185,87,0,70,539,0,940,142,190,270,266,60,12,7170771296,201026144,1178.0,86.0,22054.0,2680.0,40.0,4.0,0.0,0.0,0.0,3609.0,0.0,3609.0,0.0,13022.0,4274,2723,439,8773,6847,9239,385,2936,732,3921,44.0,602,0,2.803410340420931
Delhi,2009,6155,69,1461,58,0,364,416,0,938,94,144,376,282,40,2,15571434024,489158950,1142.0,82.0,26502.0,3772.0,54.0,6.0,5.0,4.0,5.0,3589.0,36.0,3553.0,0.0,13890.0,8888,5099,1213,9518,14429,21188,865,5427,1518,6566,74.0,614,0,3.1413866522894884
Delhi,2010,6614,58,1303,35,0,241,294,0,1014,102,158,348,336,68,2,8390763954,403645558,1154.0,78.0,30062.0,3848.0,49.0,23.0,12.0,0.0,0.0,5077.0,87.0,4990.0,0.0,13911.0,9406,4812,1138,10200,15637,22546,1227,5978,1908,5594,84.0,608,0,4.810593650505163
Goa,2001,8,2,168,0,0,0,7,0,24,6,14,2,0,2,0,479783566,19043052,74.0,6.0,356.0,172.0,4.0,0.0,0.0,0.0,0.0,1091.0,0.0,1091.0,8.0,388.0,200,134,114,8064,44,364,66,271,193,281,4.0,22,0,3.969092180201937
Goa,2002,8,2,108,0,0,5,6,0,24,2,6,6,8,2,0,140135138,19694316,62.0,20.0,302.0,82.0,1.0,0.0,0.0,0.0,0.0,485.0,0.0,485.0,13.0,388.0,151,101,62,7950,58,333,28,201,119,189,1.0,14,0,14.053802837087156
Goa,2003,1,1,20,0,0,0,0,0,64,12,18,16,14,4,0,550808412,17133860,68.0,12.0,268.0,86.0,7.0,0.0,0.0,0.0,0.0,307.0,0.0,307.0,13.0,384.0,232,128,46,7953,125,338,24,317,98,226,7.0,46,0,3.1106750780705217
Goa,2004,119,2,227,0,0,46,1,0,74,16,14,10,24,10,0,190000748,18908512,84.0,16.0,250.0,88.0,2.0,0.0,0.0,0.0,0.0,353.0,0.0,353.0,14.0,384.0,250,183,39,7960,128,395,19,383,66,313,2.0,40,0,9.951809242350983
Goa,2005,20,3,205,0,0,18,2,0,40,8,8,14,8,2,0,195511334,28073590,98.0,10.0,390.0,122.0,1.0,0.0,0.0,0.0,0.0,276.0,0.0,276.0,9.0,383.0,224,158,58,7942,136,430,38,348,116,295,1.0,30,0,14.359060124872352
Goa,2006,66,1,103,0,0,56,2,0,42,2,8,18,10,2,2,257929422,36089238,80.0,22.0,456.0,140.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,192.0,8.0,383.0,186,142,33,7944,116,475,27,256,69,258,0.0,28,0,13.991904343506805
Goa,2007,35,11,69,9,0,25,4,0,40,8,8,14,8,2,0,258678714,34294548,68.0,16.0,440.0,130.0,1.0,0.0,0.0,0.0,0.0,179.0,0.0,179.0,8.0,501.0,167,89,17,7942,157,485,5,263,22,154,1.0,30,0,13.25758407783023
Goa,2008,64,11,167,5,1,54,2,0,60,2,12,22,14,6,4,233072420,48828712,106.0,22.0,506.0,154.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,7.0,561.0,137,77,11,7935,100,257,11,134,10,110,0.0,36,0,20.950017166338256
Goa,2009,31,9,139,0,0,12,2,0,100,2,22,42,30,4,0,1313161934,53513924,114.0,12.0,692.0,168.0,4.0,0.0,1.0,0.0,0.0,361.0,0.0,361.0,7.0,561.0,324,177,30,8020,276,543,16,403,37,278,5.0,66,0,4.07519610601201
Goa,2010,15,8,257,0,1,7,1,0,72,8,10,28,22,0,4,462531676,46467584,70.0,4.0,744.0,284.0,1.0,0.0,0.0,0.0,0.0,382.0,3.0,379.0,7.0,584.0,290,242,26,8019,242,633,16,384,32,398,1.0,46,0,10.046357127765667
Gujarat,2001,2358,417,3429,67,18,548,555,2,572,30,46,174,250,72,0,2299633752,455386512,2560.0,226.0,11074.0,3180.0,18.0,1.0,1.0,1.0,0.0,6207.0,76.0,6131.0,535.0,11862.0,11745,10768,286,12588,692,57984,518,26538,493,27056,21.0,250,0,19.802566891529953
Gujarat,2002,2362,244,1074,49,21,475,611,7,536,32,32,86,352,34,0,10830561240,399420786,4654.0,512.0,12512.0,3256.0,13.0,2.0,0.0,3.0,2.0,6600.0,80.0,6520.0,521.0,12018.0,10938,9657,392,12638,777,61614,458,24692,572,24617,20.0,150,0,3.6879047830396647
Gujarat,2003,2196,242,2255,59,22,295,479,3,472,34,34,92,286,26,0,6483859882,617246466,2328.0,230.0,14488.0,4572.0,13.0,1.0,1.0,0.0,0.0,8829.0,90.0,8739.0,538.0,12023.0,11693,10255,310,12804,816,65958,520,27407,808,27170,15.0,160,0,9.51973789121435
Gujarat,2004,4413,249,1806,45,8,421,544,0,678,24,54,114,388,94,4,13150710710,577846936,2338.0,208.0,13872.0,4302.0,36.0,1.0,1.0,0.0,0.0,8994.0,79.0,8915.0,742.0,12023.0,12784,11467,430,12996,928,71086,378,30942,594,30934,38.0,192,0,4.394035795803769
Gujarat,2005,4214,267,1191,62,31,410,518,0,648,36,56,88,436,32,0,7561101200,708715256,2206.0,230.0,14196.0,3552.0,22.0,1.0,0.0,0.0,0.0,7336.0,109.0,7227.0,672.0,12023.0,13047,11612,690,13407,1185,75831,262,32755,1110,32372,23.0,180,0,9.373175113699046
Gujarat,2006,893,232,1256,51,3,253,639,1,708,40,60,124,426,56,2,5177639312,623979024,2428.0,192.0,14382.0,3294.0,38.0,0.0,0.0,0.0,0.0,7889.0,177.0,7712.0,396.0,13845.0,14940,13113,541,13147,1833,82423,280,35997,1013,34778,38.0,224,0,12.051419312925674
Gujarat,2007,686,226,1234,47,5,208,540,2,634,36,60,102,360,74,2,3386120296,805104974,2428.0,254.0,16038.0,3782.0,17.0,1.0,0.0,0.0,0.0,6616.0,210.0,6406.0,392.0,14070.0,16994,15473,596,13615,2006,90909,264,43101,1162,42983,18.0,198,0,23.77662054567479
Gujarat,2008,786,246,1216,55,1,313,572,2,748,30,54,114,434,114,2,5084404148,802876834,2290.0,214.0,19886.0,4456.0,86.0,0.0,0.0,0.0,0.0,6975.0,170.0,6805.0,897.0,13311.0,9122,8113,286,11487,1008,48932,136,21982,626,22052,86.0,198,0,15.79097197290698
Gujarat,2009,1137,352,1126,40,7,282,606,47,866,30,54,100,616,64,2,5463127172,966978024,2118.0,180.0,22290.0,5506.0,24.0,0.0,0.0,0.0,0.0,5740.0,141.0,5599.0,685.0,13483.0,16565,14860,470,15627,2325,104585,188,42135,1637,42477,24.0,184,0,17.700082636846222
Gujarat,2010,958,274,1937,34,5,375,558,41,816,44,56,106,522,84,4,6993641698,944552264,2164.0,220.0,19658.0,4886.0,19.0,0.0,1.0,1.0,1.0,5990.0,328.0,5662.0,564.0,14287.0,16859,15327,454,16082,2382,110796,144,40749,1944,40385,22.0,206,0,13.505871544293118
Haryana,2001,1681,9,21,0,0,1635,792,0,796,68,124,250,268,80,6,809782876,515659966,1636.0,88.0,6240.0,3020.0,0.0,0.0,0.0,0.0,0.0,7152.0,162.0,6990.0,2132.0,4213.0,6795,5131,1489,11456,670,14807,991,11597,2414,11599,0.0,442,0,63.67879357330347
Haryana,2002,697,3,219,9,0,689,313,0,722,58,98,12,474,78,2,852665442,555801134,1622.0,76.0,6108.0,3006.0,0.0,0.0,0.0,0.0,0.0,6937.0,26.0,6911.0,2193.0,5293.0,8777,7060,3161,11824,531,14598,1123,13879,4037,14087,0.0,168,0,65.18396391160415
Haryana,2003,3270,15,131,11,0,1259,418,20,706,4,10,140,496,56,0,982288602,671092164,1496.0,78.0,6586.0,3092.0,0.0,0.0,0.0,0.0,0.0,7118.0,20.0,7098.0,2223.0,5341.0,8346,6556,2990,11364,470,14636,1237,12795,3998,12829,0.0,154,0,68.31924575258383
Haryana,2004,1244,50,86,14,0,1221,834,0,772,4,4,40,630,94,0,925758510,572905732,1484.0,92.0,7470.0,3224.0,0.0,0.0,0.0,0.0,0.0,6649.0,19.0,6630.0,2401.0,5932.0,8607,6100,2549,11865,797,14203,1494,12938,3919,12535,0.0,48,0,61.8850084348671
Haryana,2005,1234,94,11,0,0,1189,1025,0,922,0,68,194,362,286,12,1939934884,1500443730,1624.0,164.0,10552.0,3702.0,1.0,0.0,0.0,0.0,0.0,6865.0,0.0,6865.0,3813.0,5858.0,8367,5739,1477,11000,1103,15338,1711,12221,2282,12198,1.0,262,0,77.34505639210929
Haryana,2006,1233,18,10,0,0,1269,615,0,1216,2,44,306,752,102,10,1587886650,880523814,1798.0,112.0,13176.0,4516.0,0.0,0.0,1.0,0.0,0.0,6028.0,0.0,6028.0,2925.0,5759.0,9346,6427,1569,10645,1524,17402,1889,13332,2538,12985,1.0,352,0,55.452561050248775
Haryana,2007,1246,19,47,6,0,1218,583,0,976,34,52,158,644,82,6,1779590876,1007432768,1884.0,120.0,13472.0,4448.0,1.0,0.0,15.0,0.0,0.0,6376.0,0.0,6376.0,3138.0,6064.0,9449,6639,1257,11069,1681,19551,1949,13768,2195,13371,16.0,244,0,56.610358121436
Haryana,2008,1140,42,80,13,0,1105,896,14,1262,20,44,76,990,122,10,1928858328,1016759696,1940.0,224.0,15786.0,4602.0,4.0,7.0,5.0,0.0,0.0,7571.0,0.0,7571.0,4149.0,7196.0,5371,3601,848,9859,874,10343,1098,7041,1290,7015,16.0,140,0,52.71303139480755
Haryana,2009,1098,167,5,4,0,1045,646,15,1206,38,54,140,860,108,6,1980108796,965679518,2014.0,196.0,16740.0,4850.0,4.0,0.0,0.0,0.0,0.0,7770.0,0.0,7770.0,4184.0,7527.0,10893,7365,1683,12136,2101,22450,2354,14292,2713,14350,4.0,232,0,48.76901309416738
Haryana,2010,788,40,8,0,0,814,322,0,1440,8,46,160,962,254,10,2495337254,1318756842,2088.0,158.0,22796.0,6108.0,3.0,0.0,0.0,0.0,1.0,8099.0,0.0,8099.0,1339.0,7483.0,11451,7859,1778,12665,2445,23716,2386,14835,3330,14217,4.0,214,0,52.84884197060122
Himachal Pradesh,2001,179,7,35,2,2,118,1,0,248,40,30,86,70,18,4,118023390,49251304,244.0,28.0,290.0,196.0,0.0,0.0,0.0,0.0,0.0,1556.0,0.0,1556.0,12.0,1729.0,1771,1517,130,8695,293,5312,290,2710,174,2649,0.0,156,0,41.73012146151708
Himachal Pradesh,2002,251,8,59,5,1,215,7,0,274,10,10,32,142,72,8,261090150,45859690,264.0,28.0,304.0,186.0,0.0,0.0,0.0,0.0,0.0,1285.0,43.0,1242.0,25.0,1720.0,1671,1356,115,8648,355,5596,235,2478,158,2350,0.0,52,0,17.564695565880214
Himachal Pradesh,2003,174,4,47,1,0,147,32,3,252,16,28,50,112,46,0,143594968,52886442,260.0,18.0,436.0,220.0,0.0,0.0,0.0,0.0,0.0,1507.0,71.0,1436.0,21.0,1720.0,1449,1269,154,8751,298,5608,208,2133,202,2191,0.0,94,0,36.83028920623458
Himachal Pradesh,2004,224,4,79,1,0,189,40,2,306,8,22,34,136,96,10,173880100,38245728,220.0,40.0,426.0,192.0,0.0,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,21.0,1720.0,1644,1356,139,8836,309,5492,237,2386,172,2194,0.0,64,0,21.995460090027553
Himachal Pradesh,2005,210,3,47,2,1,195,18,2,282,22,34,60,126,36,4,154820778,56284072,236.0,30.0,344.0,188.0,0.0,0.0,0.0,0.0,0.0,1840.0,0.0,1840.0,21.0,1786.0,1592,1329,146,9154,323,5137,212,2496,204,2446,0.0,116,0,36.35433998400396
Himachal Pradesh,2006,2702,2477,47,0,0,354,4,0,226,12,18,54,132,8,2,282132808,80104806,258.0,24.0,432.0,216.0,0.0,0.0,0.0,0.0,0.0,1295.0,0.0,1295.0,21.0,1764.0,1598,1287,138,8643,365,5286,225,2302,194,2298,0.0,84,0,28.39258807504585
Himachal Pradesh,2007,217,6,79,0,5,207,10,0,318,22,38,92,116,46,4,318469034,88633452,264.0,32.0,530.0,208.0,0.0,0.0,0.0,0.0,0.0,1337.0,0.0,1337.0,21.0,2043.0,2048,1452,106,8716,611,5446,297,2944,151,2600,0.0,152,0,27.831105237063646
Himachal Pradesh,2008,284,8,85,2,0,265,57,1,314,16,32,88,136,40,2,325415764,89274386,260.0,28.0,658.0,210.0,0.0,0.0,0.0,0.0,0.0,1503.0,0.0,1503.0,15.0,2234.0,989,794,86,8274,314,2940,152,1478,143,1454,0.0,136,0,27.43394631613483
Himachal Pradesh,2009,313,10,102,1,0,294,16,0,366,24,32,110,168,32,0,654838960,86183574,266.0,46.0,662.0,260.0,2.0,1.0,0.0,0.0,0.0,1531.0,0.0,1531.0,17.0,2237.0,1909,1789,130,8725,420,6531,290,2816,244,3007,3.0,166,0,13.16103336307296
Himachal Pradesh,2010,334,17,98,0,0,300,21,2,320,16,32,96,134,40,2,380746858,121856686,266.0,38.0,668.0,252.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,1218.0,15.0,2250.0,2070,1633,102,8560,475,7189,331,2951,194,2917,0.0,144,0,32.00464650978157
Jammu & Kashmir,2001,560,44,2938,81,0,447,168,1,338,0,48,82,168,40,0,201005644,67151536,2824.0,382.0,1266.0,274.0,0.0,0.0,0.0,0.0,0.0,2657.0,0.0,2657.0,0.0,6351.0,3310,2859,206,9350,906,9641,460,4830,208,4766,0.0,130,0,33.40778630076676
Jammu & Kashmir,2002,786,38,2270,63,0,664,250,0,384,0,0,14,280,88,2,204318392,70590424,2614.0,188.0,1328.0,458.0,0.0,0.0,0.0,0.0,0.0,2881.0,0.0,2881.0,0.0,6351.0,4038,3289,304,9686,1132,10650,424,5505,426,5409,0.0,14,0,34.54922648373231
Jammu & Kashmir,2003,851,44,2714,101,1,587,318,1,422,2,2,0,294,124,0,260306216,114220368,2230.0,164.0,1152.0,312.0,0.0,0.0,0.0,0.0,0.0,2212.0,2.0,2210.0,0.0,6351.0,4335,3923,394,9410,1061,12534,410,7148,564,7200,0.0,4,0,43.87923183517062
Jammu & Kashmir,2004,510,284,2254,67,0,348,781,95,436,4,0,4,340,88,0,222049338,94220752,1978.0,164.0,1146.0,282.0,0.0,0.0,0.0,0.0,0.0,2798.0,16.0,2782.0,0.0,6351.0,4416,3778,320,9856,1170,13895,394,6660,376,6600,0.0,8,0,42.432349877125056
Jammu & Kashmir,2005,2517,34,2478,75,0,664,2307,0,402,2,0,6,306,84,4,221317092,86129998,1492.0,90.0,1008.0,218.0,0.0,0.0,0.0,0.0,0.0,2983.0,0.0,2983.0,0.0,6770.0,4301,3560,208,9881,1415,15100,410,6313,272,6069,0.0,8,0,38.91701143443544
Jammu & Kashmir,2006,164,63,1223,205,0,124,337,0,500,0,16,0,386,96,2,265491712,116745210,1282.0,34.0,1118.0,358.0,0.0,0.0,0.0,0.0,0.0,3084.0,0.0,3084.0,0.0,7056.0,4875,4279,340,9948,1479,16710,458,7777,536,7760,0.0,16,0,43.97320320116057
Jammu & Kashmir,2007,135,17,994,7,0,104,289,4,576,0,10,20,352,194,0,411070336,152572924,732.0,36.0,1028.0,330.0,17.0,0.0,0.0,0.0,0.0,3054.0,0.0,3054.0,45.0,7154.0,5062,4385,246,9759,1310,18746,671,8813,364,8786,17.0,30,0,37.11601413145998
Jammu & Kashmir,2008,417,40,1350,219,0,258,347,3,438,4,0,6,310,118,0,327979080,122067244,532.0,36.0,1344.0,286.0,0.0,0.0,0.0,0.0,0.0,2276.0,4.0,2272.0,45.0,8241.0,2312,1615,92,8750,959,9871,337,3221,176,3221,0.0,10,0,37.21799695273248
Jammu & Kashmir,2009,479,39,1408,8,0,96,497,1,470,0,2,6,354,104,4,428211090,171917824,524.0,28.0,1762.0,474.0,0.0,0.0,0.0,0.0,0.0,3761.0,0.0,3761.0,0.0,9346.0,5263,4240,414,10234,1734,20863,1096,8165,724,8148,0.0,8,0,40.14791489870102
Jammu & Kashmir,2010,526,79,1447,17,1,116,435,1,490,0,2,14,374,100,0,452595040,195367516,470.0,44.0,1936.0,480.0,0.0,0.0,0.0,0.0,0.0,3078.0,8.0,3070.0,137.0,8720.0,5249,3625,290,9630,2052,22079,1175,7136,430,7086,0.0,16,0,43.16607535071529
Jharkhand,2001,11,12,379,41,0,2,0,0,1134,18,6,8,956,146,0,253336874,28104850,3014.0,320.0,478.0,96.0,0.0,0.0,2.0,0.0,0.0,8719.0,147.0,8572.0,0.0,0.0,4099,3482,596,9729,1328,9619,137,6643,1451,6537,2.0,32,0,11.093864685485935
Jharkhand,2002,5103,5103,569,10,0,0,0,0,1594,0,0,86,1352,156,0,311402222,50422480,2976.0,588.0,1436.0,228.0,0.0,0.0,0.0,0.0,0.0,13750.0,193.0,13557.0,1184.0,4703.0,4801,3772,776,10876,2186,13551,175,7016,1289,7263,0.0,86,0,16.192074570360646
Jharkhand,2003,5116,5106,249,6,0,3,0,2,1424,0,12,20,1212,180,0,288201956,59292828,2964.0,230.0,694.0,196.0,0.0,0.0,0.0,0.0,0.0,11347.0,14.0,11333.0,659.0,2314.0,4731,3699,676,10657,2698,13296,128,7083,1331,6380,0.0,32,0,20.573360716538648
Jharkhand,2004,0,0,0,0,0,0,0,0,1594,0,0,86,1352,156,0,311402222,50422480,2976.0,230.0,1436.0,228.0,0.0,0.0,0.0,0.0,0.0,11347.0,32.0,11315.0,659.0,2314.0,4805,3697,676,10657,3281,13035,128,7083,1331,6373,0.0,86,0,16.192074570360646
Jharkhand,2005,8,1,525,13,0,4,1,0,1506,12,14,24,768,686,2,393487564,71818030,3046.0,260.0,1546.0,286.0,0.0,0.0,0.0,0.0,0.0,11689.0,369.0,11320.0,273.0,2315.0,4790,3390,926,11047,3991,12163,155,6261,1318,4136,0.0,50,0,18.251664492248096
Jharkhand,2006,3,3,586,43,0,0,0,0,1598,4,90,396,838,266,4,340186500,55559764,2984.0,516.0,2458.0,524.0,187.0,0.0,0.0,0.0,0.0,14969.0,58.0,14911.0,1098.0,3012.0,5633,3965,1225,11532,5012,11118,182,7614,989,6999,187.0,490,0,16.332148395071528
Jharkhand,2007,4,0,446,7,0,0,0,0,1710,0,30,16,1278,376,10,457288766,74150850,3234.0,258.0,3476.0,538.0,0.0,0.0,0.0,0.0,0.0,17476.0,165.0,17311.0,382.0,6228.0,6210,4483,1591,11367,5719,10407,351,8140,1609,7338,0.0,46,0,16.21532290167828
Jharkhand,2008,23,1,521,7,0,0,0,0,1582,2,4,10,1324,238,4,719723958,70640812,3394.0,196.0,4942.0,668.0,0.0,0.0,0.0,0.0,0.0,13658.0,818.0,12840.0,195.0,7299.0,2785,2301,455,9446,2653,4856,124,4055,674,3669,0.0,16,0,9.814986873064464
Jharkhand,2009,1065,1060,1224,7,0,65,840,0,1438,8,0,10,988,432,0,635107680,100915742,3272.0,178.0,4992.0,1114.0,0.0,0.0,0.0,0.0,0.0,15079.0,60.0,15019.0,888.0,6479.0,5673,5223,1963,11079,5119,10238,303,7978,2783,7705,0.0,18,0,15.889548367609097
Jharkhand,2010,2043,8,932,90,1,5,24,0,1546,0,0,0,1208,338,0,945912472,127008944,3504.0,154.0,5368.0,880.0,0.0,20.0,0.0,0.0,0.0,13849.0,32.0,13817.0,888.0,8826.0,5775,4824,1162,11455,4942,10193,382,9193,2116,10937,20.0,0,0,13.427134936857033
Karnataka,2001,2209,183,1094,15,0,9,196,2,586,48,126,124,246,42,0,1167765734,437062606,3356.0,362.0,7726.0,2496.0,65.0,0.0,0.0,0.0,0.0,19051.0,55.0,18996.0,573.0,5884.0,10998,9424,1614,12669,1873,20977,2035,16793,2574,16283,65.0,298,0,37.427250455697994
Karnataka,2002,198,57,864,9,2,67,181,0,584,6,20,12,436,108,2,1277711286,528569948,3408.0,312.0,8562.0,2624.0,4.0,0.0,0.0,0.0,0.0,16809.0,0.0,16809.0,622.0,6093.0,11246,9030,1557,12867,1731,22428,2136,16979,2452,15902,4.0,38,0,41.368496450770174
Karnataka,2003,170,74,1259,11,2,36,125,1,642,36,94,134,270,76,32,1400135030,437083782,3152.0,300.0,8666.0,2658.0,30.0,0.0,0.0,1.0,0.0,17782.0,28.0,17754.0,665.0,6154.0,10678,8834,1627,12909,1533,23639,1990,17257,2609,16177,31.0,264,0,31.21725923820362
Karnataka,2004,163,55,976,13,1,50,326,3,582,30,30,24,402,96,0,1624652962,606767442,3134.0,326.0,11466.0,2970.0,23.0,0.0,0.0,0.0,0.0,20692.0,28.0,20664.0,671.0,6259.0,10109,8005,1659,14016,1682,23117,1794,15165,2874,15223,23.0,84,0,37.347510895683826
Karnataka,2005,261,65,888,16,2,15,226,1,686,28,26,42,468,122,0,5562668148,714523032,3346.0,364.0,11954.0,2806.0,9.0,1.0,0.0,1.0,0.0,22563.0,26.0,22537.0,562.0,6264.0,11291,8715,1531,14986,2189,22339,1744,17272,2898,16886,11.0,96,0,12.844969589942181
Karnataka,2006,215,55,694,5,0,35,172,1,800,46,32,92,536,90,4,1952119748,655166806,3354.0,328.0,12012.0,2806.0,0.0,0.0,0.0,0.0,0.0,19257.0,4.0,19253.0,741.0,6268.0,11832,9412,996,15114,2346,22389,1261,18429,1953,17453,0.0,170,0,33.56181436467903
Karnataka,2007,154,86,792,5,0,10,141,1,872,40,64,64,594,96,14,2477381566,668413192,3172.0,348.0,12146.0,3916.0,1.0,0.0,0.0,0.0,0.0,17932.0,52.0,17880.0,584.0,6329.0,13119,10001,952,14634,2449,24057,1560,19457,1896,19034,1.0,168,0,26.980631533447035
Karnataka,2008,499,77,757,9,0,13,438,12,892,42,48,104,602,94,2,3842117706,1218305000,3600.0,344.0,18404.0,4312.0,32.0,1.0,0.0,0.0,0.0,17763.0,558.0,17205.0,410.0,8766.0,6935,4912,253,10867,1246,11732,640,9619,469,8915,33.0,194,0,31.709205527395678
Karnataka,2009,801,76,1100,6,1,35,781,8,1018,78,98,36,722,76,8,5022938884,1747033256,3504.0,374.0,22040.0,5292.0,8.0,0.0,0.0,0.0,0.0,15387.0,1000.0,14387.0,774.0,9269.0,15736,11743,575,14634,3754,29769,1128,24691,1229,23777,8.0,212,0,34.78109720914534
Karnataka,2010,485,81,633,8,1,9,450,31,1172,20,94,138,738,176,6,4822966690,1999293420,3756.0,374.0,21278.0,6748.0,3592.0,4.0,1.0,1.0,0.0,19097.0,340.0,18757.0,764.0,9531.0,17621,13547,738,15315,4196,34628,1603,27270,1331,24869,3598.0,252,0,41.453602077438354
Kerala,2001,1336,115,548,1,1,729,1118,3,1124,38,92,252,612,128,2,866273712,198987066,978.0,158.0,3590.0,1026.0,0.0,0.0,0.0,0.0,0.0,9068.0,330.0,8738.0,8.0,4333.0,11029,9061,503,11545,3343,29252,928,15689,618,15353,0.0,382,0,22.970461096019037
Kerala,2002,2720,93,864,11,1,997,1796,3,998,50,58,264,530,90,6,1263231954,235628780,908.0,154.0,3956.0,1222.0,0.0,0.0,0.0,0.0,0.0,9536.0,90.0,9446.0,8.0,4333.0,11870,9821,497,11699,3487,33812,1244,17413,945,17258,0.0,372,0,18.652851461988902
Kerala,2003,1578,82,808,11,1,573,1080,5,788,40,72,26,534,112,4,1141265636,251191744,870.0,156.0,3336.0,1262.0,0.0,0.0,0.0,0.0,0.0,10470.0,160.0,10310.0,2.0,4419.0,11576,9291,639,12387,3826,36696,1234,16960,1057,15891,0.0,138,0,22.009927932325827
Kerala,2004,2570,60,811,18,13,1151,2102,286,960,38,72,208,516,114,12,935693750,236493458,854.0,182.0,3434.0,1450.0,0.0,0.0,0.0,0.0,0.0,12381.0,144.0,12237.0,2.0,4412.0,13231,11263,859,13537,3704,39633,1274,19209,1396,18649,0.0,318,0,25.274664707336136
Kerala,2005,1982,186,620,15,1,803,1902,4,962,60,62,172,472,180,16,1344197870,190492878,862.0,184.0,3892.0,1124.0,1.0,0.0,0.0,0.0,0.0,13569.0,2.0,13567.0,2.0,4460.0,13716,11561,851,14010,4170,43453,1030,20712,1730,19708,1.0,294,0,14.171490838621848
Kerala,2006,1718,99,1025,20,0,794,1356,0,1210,70,118,254,562,192,14,2883025264,245360920,852.0,156.0,4038.0,1090.0,0.0,0.0,0.0,0.0,0.0,15669.0,0.0,15669.0,0.0,4670.0,15526,12883,1173,15349,4670,46806,1195,22282,2110,21306,0.0,442,0,8.510536590289137
Kerala,2007,3684,89,1080,7,1,2994,2278,2,1026,46,90,230,524,126,10,3076954794,265401982,786.0,170.0,4220.0,1286.0,5.0,0.0,0.0,0.0,0.0,13743.0,0.0,13743.0,17.0,4792.0,16215,14309,873,16944,4435,50039,1065,21865,1409,22344,5.0,366,0,8.62547550316724
Kerala,2008,3096,132,898,9,0,2571,2854,0,1140,54,102,278,548,146,12,5155465762,278208078,758.0,154.0,4002.0,1218.0,7.0,4.0,0.0,0.0,0.0,13536.0,16.0,13520.0,105.0,4533.0,8765,6985,437,11882,2322,26706,675,10894,645,10884,11.0,434,0,5.3963713628091785
