Area_Name,Year,complaints_received,complaints_cases_registered,disciplinary_actions,dismissals,convictions_police,false_complaints,dept_enquiries,mag_enquiries,rape_victims_total,rape_upto_10,rape_10_14,rape_14_18,rape_18_30,rape_30_50,rape_above_50,property_stolen_value,property_recovered_value,murder_total,murder_above_50,auto_theft_stolen,auto_theft_recovered,fraud_1_10cr,fraud_10_25cr,fraud_25_50cr,fraud_50_100cr,fraud_above_100cr,trial_total,trial_confession,trial_regular,housing_available,sanctioned_strength,women_cases_reported,women_chargesheeted,women_convicted,women_acquitted,women_pending_investigation,women_pending_trial,women_false_cases,women_arrests_persons,women_arrests_convicted,women_arrests_chargesheeted,fraud_total,rape_below_18,custodial_deaths_total,property_recovery_rate
Uttarakhand,2009,558,14,203,29,0,341,558,0,222,2,6,6,178,30,0,189995764,63808368,390.0,28.0,1404.0,458.0,0.0,0.0,0.0,0.0,0.0,1980.0,0.0,1980.0,0.0,1334.0,2380,1994,794,8328,268,5899,122,4098,1948,3886,0.0,14,0,33.58410032762625
Uttarakhand,2010,682,15,358,9,0,596,682,0,242,4,6,10,184,38,0,246797680,94271370,352.0,38.0,1706.0,488.0,0.0,0.0,0.0,0.0,0.0,2185.0,0.0,2185.0,0.0,1334.0,2155,1724,991,8505,223,5982,101,3473,2131,3339,0.0,20,0,38.1978347608454
West Bengal,2001,43,13,456,7,0,0,42,0,1418,8,6,10,1188,206,0,855775766,223189490,3346.0,188.0,5158.0,1582.0,2.0,2.0,0.0,0.0,0.0,9424.0,18.0,9406.0,332.0,17727.0,13166,11896,564,12208,14001,75200,594,22063,1088,19035,4.0,24,0,26.080370450686495
West Bengal,2002,47,10,163,8,0,0,44,2,1518,10,6,16,1104,382,0,911027396,282161120,2906.0,122.0,6876.0,1362.0,0.0,1.0,0.0,0.0,1.0,12522.0,0.0,12522.0,261.0,17606.0,13750,13985,1600,16268,12002,79162,109,28224,2328,21908,2.0,32,0,30.971749174489148
West Bengal,2003,271,98,185,31,2,1,270,0,2004,10,14,8,1652,316,4,1113110948,264101060,2928.0,124.0,5162.0,1254.0,4.0,0.0,0.0,0.0,0.0,13603.0,66.0,13537.0,248.0,17582.0,16970,15593,796,14948,12087,86868,324,31629,1550,27725,4.0,32,0,23.726391378552858
West Bengal,2004,119,62,154,12,0,1,112,0,2950,4,6,28,1930,980,2,1172071214,268810048,2866.0,130.0,5336.0,1068.0,12.0,1.0,0.0,0.0,0.0,9643.0,120.0,9523.0,247.0,18658.0,22048,19336,749,12723,12822,100628,175,32898,1392,28404,13.0,38,0,22.934617349965905
West Bengal,2005,44,24,41,1,0,0,32,0,3372,6,0,6,2902,456,2,993042078,218770328,2908.0,148.0,4870.0,940.0,10.0,0.0,0.0,0.0,0.0,10239.0,46.0,10193.0,247.0,22516.0,23842,22247,1570,15215,12997,113972,144,38202,2388,34365,10.0,12,0,22.030318034519382
West Bengal,2006,28,27,28,1,0,0,19,0,3462,4,10,26,2954,468,0,1173503496,242644928,2884.0,138.0,5428.0,856.0,9.0,1.0,0.0,0.0,0.0,18239.0,70.0,18169.0,250.0,22709.0,25689,22859,1920,18950,13273,123644,259,44597,4059,36290,10.0,40,0,20.676966777438558
West Bengal,2007,22,17,56,5,1,6,10,0,4212,28,84,72,2956,1062,10,1696362046,277648988,3306.0,156.0,4848.0,892.0,9.0,1.0,0.0,1.0,0.0,13732.0,16.0,13716.0,18.0,27946.0,33163,28771,911,16789,15928,142401,108,43932,1302,44564,11.0,184,0,16.367319031611956
West Bengal,2008,46,37,76,5,1,6,31,0,4526,44,106,108,3258,1008,2,1853881904,302676336,3622.0,330.0,5134.0,928.0,25.0,2.0,1.0,1.0,1.0,15439.0,0.0,15439.0,213.0,27093.0,20965,15048,526,12421,12786,81033,90,23996,627,21901,30.0,258,0,16.326624438532736
West Bengal,2009,270,6,459,4,0,0,260,0,4672,12,36,170,3670,784,0,2190204832,446062194,4322.0,226.0,7236.0,1202.0,14.0,1.0,0.0,0.0,0.0,11662.0,88.0,11574.0,217.0,28085.0,46686,37223,907,16585,32868,189658,182,41030,1259,39269,15.0,218,0,20.36623184657461
West Bengal,2010,33,5,214,0,0,0,32,0,4622,0,44,102,3558,918,0,10030337374,2336484322,4830.0,240.0,8610.0,1282.0,17.0,9.0,1.0,1.0,0.0,10984.0,89.0,10895.0,208.0,28637.0,52332,46947,852,16008,35596,227394,251,52726,1207,55672,28.0,146,0,23.29417481067472
