Area_Name,Year,complaints_received,complaints_cases_registered,disciplinary_actions,dismissals,convictions_police,false_complaints,dept_enquiries,mag_enquiries,rape_victims_total,rape_upto_10,rape_10_14,rape_14_18,rape_18_30,rape_30_50,rape_above_50,property_stolen_value,property_recovered_value,murder_total,murder_above_50,auto_theft_stolen,auto_theft_recovered,fraud_1_10cr,fraud_10_25cr,fraud_25_50cr,fraud_50_100cr,fraud_above_100cr,trial_total,trial_confession,trial_regular,housing_available,sanctioned_strength,women_cases_reported,women_chargesheeted,women_convicted,women_acquitted,women_pending_investigation,women_pending_trial,women_false_cases,women_arrests_persons,women_arrests_convicted,women_arrests_chargesheeted,fraud_total,rape_below_18,custodial_deaths_total,property_recovery_rate,violent_crime_index,property_crime_index,accountability_score,judicial_backlog_score,women_safety_score,housing_gap,total_crime_proxy,crime_yoy_pct,crime_3yr_avg,rape_minor_pct,complaint_registration_ratio
Haryana,2008,1140,42,80,13,0,1105,896,14,1262,20,44,76,990,122,10,1928858328,1016759696,1940.0,224.0,15786.0,4602.0,4.0,7.0,5.0,0.0,0.0,7571.0,0.0,7571.0,4149.0,7196.0,5371,3601,848,9859,874,10343,1098,7041,1290,7015,16.0,140,0,52.71303139480755,3202.0,15802.0,119,0,11564,3047.0,25515.0,-5.65,26442.67,11.09,27.14
Haryana,2009,1098,167,5,4,0,1045,646,15,1206,38,54,140,860,108,6,1980108796,965679518,2014.0,196.0,16740.0,4850.0,4.0,0.0,0.0,0.0,0.0,7770.0,0.0,7770.0,4184.0,7527.0,10893,7365,1683,12136,2101,22450,2354,14292,2713,14350,4.0,232,0,48.76901309416738,3220.0,16744.0,17,0,23502,3343.0,31955.0,25.24,28171.0,19.24,6.57
Haryana,2010,788,40,8,0,0,814,322,0,1440,8,46,160,962,254,10,2495337254,1318756842,2088.0,158.0,22796.0,6108.0,3.0,0.0,0.0,0.0,1.0,8099.0,0.0,8099.0,1339.0,7483.0,11451,7859,1778,12665,2445,23716,2386,14835,3330,14217,4.0,214,0,52.84884197060122,3528.0,22800.0,8,0,24508,6144.0,38567.0,20.69,32012.33,14.86,19.7
Himachal Pradesh,2001,179,7,35,2,2,118,1,0,248,40,30,86,70,18,4,118023390,49251304,244.0,28.0,290.0,196.0,0.0,0.0,0.0,0.0,0.0,1556.0,0.0,1556.0,12.0,1729.0,1771,1517,130,8695,293,5312,290,2710,174,2649,0.0,156,0,41.73012146151708,492.0,290.0,41,0,4351,1717.0,2732.0,0.0,2732.0,62.9,25.57
Himachal Pradesh,2002,251,8,59,5,1,215,7,0,274,10,10,32,142,72,8,261090150,45859690,264.0,28.0,304.0,186.0,0.0,0.0,0.0,0.0,0.0,1285.0,43.0,1242.0,25.0,1720.0,1671,1356,115,8648,355,5596,235,2478,158,2350,0.0,52,0,17.564695565880214,538.0,304.0,74,0,4034,1695.0,2764.0,1.17,2748.0,18.98,31.38
Himachal Pradesh,2003,174,4,47,1,0,147,32,3,252,16,28,50,112,46,0,143594968,52886442,260.0,18.0,436.0,220.0,0.0,0.0,0.0,0.0,0.0,1507.0,71.0,1436.0,21.0,1720.0,1449,1269,154,8751,298,5608,208,2133,202,2191,0.0,94,0,36.83028920623458,512.0,436.0,50,0,3428,1699.0,2571.0,-6.98,2689.0,37.3,43.5
Himachal Pradesh,2004,224,4,79,1,0,189,40,2,306,8,22,34,136,96,10,173880100,38245728,220.0,40.0,426.0,192.0,0.0,0.0,0.0,0.0,0.0,2560.0,0.0,2560.0,21.0,1720.0,1644,1356,139,8836,309,5492,237,2386,172,2194,0.0,64,0,21.995460090027557,526.0,426.0,82,0,3891,1699.0,2820.0,9.68,2718.33,20.92,56.0
Himachal Pradesh,2005,210,3,47,2,1,195,18,2,282,22,34,60,126,36,4,154820778,56284072,236.0,30.0,344.0,188.0,0.0,0.0,0.0,0.0,0.0,1840.0,0.0,1840.0,21.0,1786.0,1592,1329,146,9154,323,5137,212,2496,204,2446,0.0,116,0,36.35433998400396,518.0,344.0,53,0,3942,1765.0,2664.0,-5.53,2685.0,41.13,70.0
Himachal Pradesh,2006,2702,2477,47,0,0,354,4,0,226,12,18,54,132,8,2,282132808,80104806,258.0,24.0,432.0,216.0,0.0,0.0,0.0,0.0,0.0,1295.0,0.0,1295.0,21.0,1764.0,1598,1287,138,8643,365,5286,225,2302,194,2298,0.0,84,0,28.39258807504585,484.0,432.0,47,0,3762,1743.0,5216.0,95.8,3566.67,37.17,1.09
Himachal Pradesh,2007,217,6,79,0,5,207,10,0,318,22,38,92,116,46,4,318469034,88633452,264.0,32.0,530.0,208.0,0.0,0.0,0.0,0.0,0.0,1337.0,0.0,1337.0,21.0,2043.0,2048,1452,106,8716,611,5446,297,2944,151,2600,0.0,152,0,27.83110523706365,582.0,530.0,79,0,4886,2022.0,3377.0,-35.26,3752.33,47.8,36.17
Himachal Pradesh,2008,284,8,85,2,0,265,57,1,314,16,32,88,136,40,2,325415764,89274386,260.0,28.0,658.0,210.0,0.0,0.0,0.0,0.0,0.0,1503.0,0.0,1503.0,15.0,2234.0,989,794,86,8274,314,2940,152,1478,143,1454,0.0,136,0,27.43394631613483,574.0,658.0,91,0,2381,2219.0,2505.0,-25.82,3699.33,43.31,35.5
Himachal Pradesh,2009,313,10,102,1,0,294,16,0,366,24,32,110,168,32,0,654838960,86183574,266.0,46.0,662.0,260.0,2.0,1.0,0.0,0.0,0.0,1531.0,0.0,1531.0,17.0,2237.0,1909,1789,130,8725,420,6531,290,2816,244,3007,3.0,166,0,13.16103336307296,632.0,665.0,105,0,4595,2220.0,3519.0,40.48,3133.67,45.36,31.3
Himachal Pradesh,2010,334,17,98,0,0,300,21,2,320,16,32,96,134,40,2,380746858,121856686,266.0,38.0,668.0,252.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,1218.0,15.0,2250.0,2070,1633,102,8560,475,7189,331,2951,194,2917,0.0,144,0,32.00464650978157,586.0,668.0,98,0,4919,2235.0,3658.0,3.95,3227.33,45.0,19.65
Jammu & Kashmir,2001,560,44,2938,81,0,447,168,1,338,0,48,82,168,40,0,201005644,67151536,2824.0,382.0,1266.0,274.0,0.0,0.0,0.0,0.0,0.0,2657.0,0.0,2657.0,0.0,6351.0,3310,2859,206,9350,906,9641,460,4830,208,4766,0.0,130,0,33.40778630076676,3162.0,1266.0,3181,0,7934,6351.0,8298.0,0.0,8298.0,38.46,12.73
Jammu & Kashmir,2002,786,38,2270,63,0,664,250,0,384,0,0,14,280,88,2,204318392,70590424,2614.0,188.0,1328.0,458.0,0.0,0.0,0.0,0.0,0.0,2881.0,0.0,2881.0,0.0,6351.0,4038,3289,304,9686,1132,10650,424,5505,426,5409,0.0,14,0,34.54922648373231,2998.0,1328.0,2459,0,9239,6351.0,9150.0,10.27,8724.0,3.65,20.68
Jammu & Kashmir,2003,851,44,2714,101,1,587,318,1,422,2,2,0,294,124,0,260306216,114220368,2230.0,164.0,1152.0,312.0,0.0,0.0,0.0,0.0,0.0,2212.0,2.0,2210.0,0.0,6351.0,4335,3923,394,9410,1061,12534,410,7148,564,7200,0.0,4,0,43.87923183517062,2652.0,1152.0,3017,0,11089,6351.0,8990.0,-1.75,8812.67,0.95,19.34
Jammu & Kashmir,2004,510,284,2254,67,0,348,781,95,436,4,0,4,340,88,0,222049338,94220752,1978.0,164.0,1146.0,282.0,0.0,0.0,0.0,0.0,0.0,2798.0,16.0,2782.0,0.0,6351.0,4416,3778,320,9856,1170,13895,394,6660,376,6600,0.0,8,0,42.432349877125056,2414.0,1146.0,2455,0,10756,6351.0,8486.0,-5.61,8875.33,1.83,1.8
Jammu & Kashmir,2005,2517,34,2478,75,0,664,2307,0,402,2,0,6,306,84,4,221317092,86129998,1492.0,90.0,1008.0,218.0,0.0,0.0,0.0,0.0,0.0,2983.0,0.0,2983.0,0.0,6770.0,4301,3560,208,9881,1415,15100,410,6313,272,6069,0.0,8,0,38.91701143443544,1894.0,1008.0,2703,0,10406,6770.0,9720.0,14.54,9065.33,1.99,74.03
Jammu & Kashmir,2006,164,63,1223,205,0,124,337,0,500,0,16,0,386,96,2,265491712,116745210,1282.0,34.0,1118.0,358.0,0.0,0.0,0.0,0.0,0.0,3084.0,0.0,3084.0,0.0,7056.0,4875,4279,340,9948,1479,16710,458,7777,536,7760,0.0,16,0,43.97320320116057,1782.0,1118.0,1838,0,12312,7056.0,7939.0,-18.32,8715.0,3.2,2.6
Jammu & Kashmir,2007,135,17,994,7,0,104,289,4,576,0,10,20,352,194,0,411070336,152572924,732.0,36.0,1028.0,330.0,17.0,0.0,0.0,0.0,0.0,3054.0,0.0,3054.0,45.0,7154.0,5062,4385,246,9759,1310,18746,671,8813,364,8786,17.0,30,0,37.11601413145998,1308.0,1045.0,1015,0,13629,7109.0,7550.0,-4.9,8403.0,5.21,7.94
Jammu & Kashmir,2008,417,40,1350,219,0,258,347,3,438,4,0,6,310,118,0,327979080,122067244,532.0,36.0,1344.0,286.0,0.0,0.0,0.0,0.0,0.0,2276.0,4.0,2272.0,45.0,8241.0,2312,1615,92,8750,959,9871,337,3221,176,3221,0.0,10,0,37.21799695273248,970.0,1344.0,2007,0,5441,8196.0,5043.0,-33.21,6844.0,2.28,10.42
Jammu & Kashmir,2009,479,39,1408,8,0,96,497,1,470,0,2,6,354,104,4,428211090,171917824,524.0,28.0,1762.0,474.0,0.0,0.0,0.0,0.0,0.0,3761.0,0.0,3761.0,0.0,9346.0,5263,4240,414,10234,1734,20863,1096,8165,724,8148,0.0,8,0,40.14791489870102,994.0,1762.0,1432,0,13014,9346.0,8498.0,68.51,7030.33,1.7,12.28
Jammu & Kashmir,2010,526,79,1447,17,1,116,435,1,490,0,2,14,374,100,0,452595040,195367516,470.0,44.0,1936.0,480.0,0.0,0.0,0.0,0.0,0.0,3078.0,8.0,3070.0,137.0,8720.0,5249,3625,290,9630,2052,22079,1175,7136,430,7086,0.0,16,0,43.16607535071529,960.0,1936.0,1498,0,12095,8583.0,8671.0,2.04,7404.0,3.27,6.66
Jharkhand,2001,11,12,379,41,0,2,0,0,1134,18,6,8,956,146,0,253336874,28104850,3014.0,320.0,478.0,96.0,0.0,0.0,2.0,0.0,0.0,8719.0,147.0,8572.0,0.0,0.0,4099,3482,596,9729,1328,9619,137,6643,1451,6537,2.0,32,0,11.093864685485936,4148.0,480.0,502,0,10146,0.0,8738.0,0.0,8738.0,2.82,0.92
Jharkhand,2002,5103,5103,569,10,0,0,0,0,1594,0,0,86,1352,156,0,311402222,50422480,2976.0,588.0,1436.0,228.0,0.0,0.0,0.0,0.0,0.0,13750.0,193.0,13557.0,1184.0,4703.0,4801,3772,776,10876,2186,13551,175,7016,1289,7263,0.0,86,0,16.192074570360646,4570.0,1436.0,599,0,11041,3519.0,15910.0,82.08,12324.0,5.4,1.0
Jharkhand,2003,5116,5106,249,6,0,3,0,2,1424,0,12,20,1212,180,0,288201956,59292828,2964.0,230.0,694.0,196.0,0.0,0.0,0.0,0.0,0.0,11347.0,14.0,11333.0,659.0,2314.0,4731,3699,676,10657,2698,13296,128,7083,1331,6380,0.0,32,0,20.573360716538648,4388.0,694.0,267,0,11138,1655.0,14929.0,-6.17,13192.33,2.25,1.0
Jharkhand,2004,0,0,0,0,0,0,0,0,1594,0,0,86,1352,156,0,311402222,50422480,2976.0,230.0,1436.0,228.0,0.0,0.0,0.0,0.0,0.0,11347.0,32.0,11315.0,659.0,2314.0,4805,3697,676,10657,3281,13035,128,7083,1331,6373,0.0,86,0,16.192074570360646,4570.0,1436.0,0,0,11212,1655.0,10811.0,-27.58,13883.33,5.4,0.0
Jharkhand,2005,8,1,525,13,0,4,1,0,1506,12,14,24,768,686,2,393487564,71818030,3046.0,260.0,1546.0,286.0,0.0,0.0,0.0,0.0,0.0,11689.0,369.0,11320.0,273.0,2315.0,4790,3390,926,11047,3991,12163,155,6261,1318,4136,0.0,50,0,18.251664492248096,4552.0,1546.0,564,0,10125,2042.0,10896.0,0.79,12212.0,3.32,8.0
Jharkhand,2006,3,3,586,43,0,0,0,0,1598,4,90,396,838,266,4,340186500,55559764,2984.0,516.0,2458.0,524.0,187.0,0.0,0.0,0.0,0.0,14969.0,58.0,14911.0,1098.0,3012.0,5633,3965,1225,11532,5012,11118,182,7614,989,6999,187.0,490,0,16.332148395071528,4582.0,2645.0,715,0,12022,1914.0,12863.0,18.05,11523.33,30.66,1.0
Jharkhand,2007,4,0,446,7,0,0,0,0,1710,0,30,16,1278,376,10,457288766,74150850,3234.0,258.0,3476.0,538.0,0.0,0.0,0.0,0.0,0.0,17476.0,165.0,17311.0,382.0,6228.0,6210,4483,1591,11367,5719,10407,351,8140,1609,7338,0.0,46,0,16.21532290167828,4944.0,3476.0,467,0,12759,5846.0,14634.0,13.77,12797.67,2.69,0.0
Jharkhand,2008,23,1,521,7,0,0,0,0,1582,2,4,10,1324,238,4,719723958,70640812,3394.0,196.0,4942.0,668.0,0.0,0.0,0.0,0.0,0.0,13658.0,818.0,12840.0,195.0,7299.0,2785,2301,455,9446,2653,4856,124,4055,674,3669,0.0,16,0,9.814986873064464,4976.0,4942.0,542,0,6385,7104.0,12726.0,-13.04,13407.67,1.01,23.0
Jharkhand,2009,1065,1060,1224,7,0,65,840,0,1438,8,0,10,988,432,0,635107680,100915742,3272.0,178.0,4992.0,1114.0,0.0,0.0,0.0,0.0,0.0,15079.0,60.0,15019.0,888.0,6479.0,5673,5223,1963,11079,5119,10238,303,7978,2783,7705,0.0,18,0,15.889548367609097,4710.0,4992.0,1245,0,11688,5591.0,16440.0,29.18,14600.0,1.25,1.0
Jharkhand,2010,2043,8,932,90,1,5,24,0,1546,0,0,0,1208,338,0,945912472,127008944,3504.0,154.0,5368.0,880.0,0.0,20.0,0.0,0.0,0.0,13849.0,32.0,13817.0,888.0,8826.0,5775,4824,1162,11455,4942,10193,382,9193,2116,10937,20.0,0,0,13.427134936857032,5050.0,5388.0,1202,0,13806,7938.0,18256.0,11.05,15807.33,0.0,100.0
Karnataka,2001,2209,183,1094,15,0,9,196,2,586,48,126,124,246,42,0,1167765734,437062606,3356.0,362.0,7726.0,2496.0,65.0,0.0,0.0,0.0,0.0,19051.0,55.0,18996.0,573.0,5884.0,10998,9424,1614,12669,1873,20977,2035,16793,2574,16283,65.0,298,0,37.427250455698,3942.0,7791.0,1139,0,26177,5311.0,24940.0,0.0,24940.0,50.85,12.07
Karnataka,2002,198,57,864,9,2,67,181,0,584,6,20,12,436,108,2,1277711286,528569948,3408.0,312.0,8562.0,2624.0,4.0,0.0,0.0,0.0,0.0,16809.0,0.0,16809.0,622.0,6093.0,11246,9030,1557,12867,1731,22428,2136,16979,2452,15902,4.0,38,0,41.368496450770174,3992.0,8566.0,891,0,26668,5471.0,24002.0,-3.76,24471.0,6.51,3.47
Karnataka,2003,170,74,1259,11,2,36,125,1,642,36,94,134,270,76,32,1400135030,437083782,3152.0,300.0,8666.0,2658.0,30.0,0.0,0.0,1.0,0.0,17782.0,28.0,17754.0,665.0,6154.0,10678,8834,1627,12909,1533,23639,1990,17257,2609,16177,31.0,264,0,31.21725923820362,3794.0,8697.0,1292,0,26308,5489.0,23339.0,-2.76,24093.67,41.12,2.3
Karnataka,2004,163,55,976,13,1,50,326,3,582,30,30,24,402,96,0,1624652962,606767442,3134.0,326.0,11466.0,2970.0,23.0,0.0,0.0,0.0,0.0,20692.0,28.0,20664.0,671.0,6259.0,10109,8005,1659,14016,1682,23117,1794,15165,2874,15223,23.0,84,0,37.34751089568383,3716.0,11489.0,1015,0,23615,5588.0,25477.0,9.16,24272.67,14.43,2.96
Karnataka,2005,261,65,888,16,2,15,226,1,686,28,26,42,468,122,0,5562668148,714523032,3346.0,364.0,11954.0,2806.0,9.0,1.0,0.0,1.0,0.0,22563.0,26.0,22537.0,562.0,6264.0,11291,8715,1531,14986,2189,22339,1744,17272,2898,16886,11.0,96,0,12.84496958994218,4032.0,11965.0,936,0,27032,5702.0,27549.0,8.13,25455.0,13.99,4.02
Karnataka,2006,215,55,694,5,0,35,172,1,800,46,32,92,536,90,4,1952119748,655166806,3354.0,328.0,12012.0,2806.0,0.0,0.0,0.0,0.0,0.0,19257.0,4.0,19253.0,741.0,6268.0,11832,9412,996,15114,2346,22389,1261,18429,1953,17453,0.0,170,0,33.56181436467903,4154.0,12012.0,709,0,29265,5527.0,28213.0,2.41,27079.67,21.25,3.91
Karnataka,2007,154,86,792,5,0,10,141,1,872,40,64,64,594,96,14,2477381566,668413192,3172.0,348.0,12146.0,3916.0,1.0,0.0,0.0,0.0,0.0,17932.0,52.0,17880.0,584.0,6329.0,13119,10001,952,14634,2449,24057,1560,19457,1896,19034,1.0,168,0,26.980631533447035,4044.0,12147.0,807,0,31624,5745.0,29464.0,4.43,28408.67,19.27,1.79
Karnataka,2008,499,77,757,9,0,13,438,12,892,42,48,104,602,94,2,3842117706,1218305000,3600.0,344.0,18404.0,4312.0,32.0,1.0,0.0,0.0,0.0,17763.0,558.0,17205.0,410.0,8766.0,6935,4912,253,10867,1246,11732,640,9619,469,8915,33.0,194,0,31.70920552739568,4492.0,18437.0,784,0,16301,8356.0,30363.0,3.05,29346.67,21.75,6.48
Karnataka,2009,801,76,1100,6,1,35,781,8,1018,78,98,36,722,76,8,5022938884,1747033256,3504.0,374.0,22040.0,5292.0,8.0,0.0,0.0,0.0,0.0,15387.0,1000.0,14387.0,774.0,9269.0,15736,11743,575,14634,3754,29769,1128,24691,1229,23777,8.0,212,0,34.78109720914534,4522.0,22048.0,1118,0,39852,8495.0,43107.0,41.97,34311.33,20.83,10.54
Karnataka,2010,485,81,633,8,1,9,450,31,1172,20,94,138,738,176,6,4822966690,1999293420,3756.0,374.0,21278.0,6748.0,3592.0,4.0,1.0,1.0,0.0,19097.0,340.0,18757.0,764.0,9531.0,17621,13547,738,15315,4196,34628,1603,27270,1331,24869,3598.0,252,0,41.453602077438354,4928.0,24876.0,657,0,44153,8767.0,47910.0,11.14,40460.0,21.5,5.99
Kerala,2001,1336,115,548,1,1,729,1118,3,1124,38,92,252,612,128,2,866273712,198987066,978.0,158.0,3590.0,1026.0,0.0,0.0,0.0,0.0,0.0,9068.0,330.0,8738.0,8.0,4333.0,11029,9061,503,11545,3343,29252,928,15689,618,15353,0.0,382,0,22.97046109601904,2102.0,3590.0,551,0,26215,4325.0,18057.0,0.0,18057.0,33.99,11.62
Kerala,2002,2720,93,864,11,1,997,1796,3,998,50,58,264,530,90,6,1263231954,235628780,908.0,154.0,3956.0,1222.0,0.0,0.0,0.0,0.0,0.0,9536.0,90.0,9446.0,8.0,4333.0,11870,9821,497,11699,3487,33812,1244,17413,945,17258,0.0,372,0,18.652851461988902,1906.0,3956.0,897,0,28786,4325.0,20452.0,13.26,19254.5,37.27,29.25
Kerala,2003,1578,82,808,11,1,573,1080,5,788,40,72,26,534,112,4,1141265636,251191744,870.0,156.0,3336.0,1262.0,0.0,0.0,0.0,0.0,0.0,10470.0,160.0,10310.0,2.0,4419.0,11576,9291,639,12387,3826,36696,1234,16960,1057,15891,0.0,138,0,22.009927932325827,1658.0,3336.0,841,0,27897,4417.0,18148.0,-11.27,18885.67,17.51,19.24
Kerala,2004,2570,60,811,18,13,1151,2102,286,960,38,72,208,516,114,12,935693750,236493458,854.0,182.0,3434.0,1450.0,0.0,0.0,0.0,0.0,0.0,12381.0,144.0,12237.0,2.0,4412.0,13231,11263,859,13537,3704,39633,1274,19209,1396,18649,0.0,318,0,25.274664707336136,1814.0,3434.0,865,0,31581,4410.0,21049.0,15.99,19883.0,33.12,42.83
Kerala,2005,1982,186,620,15,1,803,1902,4,962,60,62,172,472,180,16,1344197870,190492878,862.0,184.0,3892.0,1124.0,1.0,0.0,0.0,0.0,0.0,13569.0,2.0,13567.0,2.0,4460.0,13716,11561,851,14010,4170,43453,1030,20712,1730,19708,1.0,294,0,14.171490838621848,1824.0,3893.0,665,0,33577,4458.0,21415.0,1.74,20204.0,30.56,10.66
Kerala,2006,1718,99,1025,20,0,794,1356,0,1210,70,118,254,562,192,14,2883025264,245360920,852.0,156.0,4038.0,1090.0,0.0,0.0,0.0,0.0,0.0,15669.0,0.0,15669.0,0.0,4670.0,15526,12883,1173,15349,4670,46806,1195,22282,2110,21306,0.0,442,0,8.510536590289137,2062.0,4038.0,1085,0,36635,4670.0,23344.0,9.01,21936.0,36.53,17.35
Kerala,2007,3684,89,1080,7,1,2994,2278,2,1026,46,90,230,524,126,10,3076954794,265401982,786.0,170.0,4220.0,1286.0,5.0,0.0,0.0,0.0,0.0,13743.0,0.0,13743.0,17.0,4792.0,16215,14309,873,16944,4435,50039,1065,21865,1409,22344,5.0,366,0,8.62547550316724,1812.0,4225.0,1101,0,37207,4775.0,25936.0,11.1,23565.0,35.67,41.39
Kerala,2008,3096,132,898,9,0,2571,2854,0,1140,54,102,278,548,146,12,5155465762,278208078,758.0,154.0,4002.0,1218.0,7.0,4.0,0.0,0.0,0.0,13536.0,16.0,13520.0,105.0,4533.0,8765,6985,437,11882,2322,26706,675,10894,645,10884,11.0,434,0,5.3963713628091785,1898.0,4013.0,925,0,19222,4428.0,17772.0,-31.48,22350.67,38.07,23.45
Kerala,2009,3491,81,1040,10,0,3010,2846,1,1136,66,90,314,506,140,20,5625672920,768607484,738.0,152.0,4056.0,1484.0,11.0,0.0,0.0,0.0,0.0,12933.0,22.0,12911.0,118.0,4601.0,16550,15168,1165,16170,4076,58933,959,21582,1867,22708,11.0,470,0,13.662498601145124,1874.0,4067.0,1070,0,36967,4483.0,25982.0,46.2,23230.0,41.37,43.1
Kerala,2010,4294,118,1223,13,5,3337,2684,0,1272,58,96,266,656,172,24,5371510366,400326630,810.0,164.0,2956.0,1252.0,10.0,0.0,0.0,1.0,0.0,13416.0,44.0,13372.0,118.0,4672.0,19420,17374,1053,16156,4209,66387,1002,25878,1491,26265,11.0,420,0,7.452775899567164,2082.0,2967.0,1262,0,44245,4554.0,28763.0,10.7,24172.33,33.02,36.39
Lakshadweep,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,218580,70800,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,55.0,0,2,0,7890,0,2,0,0,0,2,0.0,0,0,32.390886631896784,4.0,0.0,0,0,0,55.0,5.0,0.0,5.0,0.0,1.0
Lakshadweep,2002,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,419470,170590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,55.0,4,2,2,7890,2,2,0,6,2,2,0.0,0,0,40.66798579159416,2.0,0.0,0,0,8,55.0,7.0,40.0,6.0,0.0,1.0
Lakshadweep,2003,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,357300,193300,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,54.0,8,2,2,7890,8,2,0,6,2,4,0.0,0,0,54.10019591379793,4.0,2.0,0,0,12,54.0,14.0,100.0,8.67,0.0,0.0
Lakshadweep,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15540,6820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,54.0,2,8,2,7890,2,6,0,2,4,4,0.0,0,0,43.886743886743886,0.0,0.0,0,0,2,54.0,2.0,-85.71,7.67,0.0,0.0
Lakshadweep,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523316,18820,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0,2,0,7890,0,8,0,0,0,0,0.0,0,0,3.5962974569858366,2.0,0.0,0,0,0,54.0,2.0,0.0,6.0,0.0,0.0
Lakshadweep,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752600,222400,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,2,0,0,7890,2,6,0,2,0,0,0.0,0,0,29.55089024714324,0.0,4.0,0,0,4,51.0,6.0,200.0,3.33,0.0,0.0
Lakshadweep,2007,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,848323,66597,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,55.0,10,4,0,7890,8,10,0,4,0,4,0.0,0,0,7.85042961230569,2.0,4.0,0,0,14,54.0,16.0,166.67,8.0,0.0,0.0
Lakshadweep,2008,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,488000,198000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,87.0,4,1,1,7890,5,5,0,2,1,1,0.0,0,0,40.57377049180328,6.0,2.0,0,0,5,86.0,12.0,-25.0,11.33,0.0,0.0
Lakshadweep,2009,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6154000,600000,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,87.0,2,6,0,7894,2,12,0,4,0,6,0.0,0,0,9.749756256093598,2.0,10.0,0,0,6,87.0,14.0,16.67,14.0,0.0,0.0
Lakshadweep,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,44000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1,1,0,7890,2,13,0,1,0,1,0.0,0,0,51.16279069767442,0.0,0.0,0,0,2,87.0,1.0,-92.86,9.0,0.0,0.0
Madhya Pradesh,2001,19390,635,513,28,1,13907,7605,398,5702,172,608,1114,2500,1254,54,1002602088,407764494,4850.0,202.0,8646.0,2534.0,0.0,0.0,0.0,0.0,0.0,25439.0,0.0,25439.0,0.0,15698.0,29123,27807,5873,19944,1583,85657,123,44414,9248,44059,0.0,1894,0,40.67062086549335,10552.0,8646.0,597,0,67664,15698.0,67711.0,0.0,67711.0,33.22,30.54
Madhya Pradesh,2002,652,3,94,0,0,403,94,0,5782,160,370,504,3098,1622,28,1152029118,452176834,4790.0,430.0,9690.0,3046.0,0.0,0.0,0.0,0.0,0.0,24777.0,372.0,24405.0,1521.0,9276.0,30534,29931,5184,19041,1294,92912,369,50629,9703,50944,0.0,1034,0,39.250469188227584,10572.0,9690.0,94,0,75979,7755.0,51448.0,-24.02,59579.5,17.88,100.0
Madhya Pradesh,2003,9875,29,304,103,4,8810,2297,1,5476,126,462,810,3092,972,14,1200303462,470670824,4454.0,308.0,10416.0,3502.0,0.0,0.0,0.0,0.0,0.0,27944.0,0.0,27944.0,1521.0,8683.0,29090,27930,6950,21957,1546,92456,299,48011,11094,47876,0.0,1398,0,39.2126523750708,9930.0,10416.0,613,0,70151,7162.0,59311.0,15.28,59490.0,25.53,100.0
Madhya Pradesh,2004,11162,44,450,109,0,9729,3417,1,5750,184,560,676,3346,956,28,1254079054,483470464,4760.0,550.0,12492.0,3682.0,0.0,0.0,0.0,0.0,0.0,27471.0,0.0,27471.0,1765.0,9434.0,30419,30051,7021,21613,1208,95245,287,53815,10776,53934,0.0,1420,0,38.55183311274729,10510.0,12492.0,777,0,77213,7669.0,64583.0,8.89,58447.33,24.7,100.0
Madhya Pradesh,2005,19748,588,339,30,5,16834,5184,603,5842,204,588,948,2792,1258,52,1390050582,555418090,4856.0,570.0,13102.0,4192.0,0.0,0.0,0.0,0.0,0.0,28013.0,0.0,28013.0,1765.0,9513.0,29092,27829,6578,21813,1728,95075,265,48335,11630,48423,0.0,1740,0,39.95668195044143,10698.0,13102.0,429,0,70849,7748.0,72640.0,12.48,65511.33,29.78,33.59
