Area_Name,Year,complaints_received,complaints_cases_registered,disciplinary_actions,dismissals,convictions_police,false_complaints,dept_enquiries,mag_enquiries,rape_victims_total,rape_upto_10,rape_10_14,rape_14_18,rape_18_30,rape_30_50,rape_above_50,property_stolen_value,property_recovered_value,murder_total,murder_above_50,auto_theft_stolen,auto_theft_recovered,fraud_1_10cr,fraud_10_25cr,fraud_25_50cr,fraud_50_100cr,fraud_above_100cr,trial_total,trial_confession,trial_regular,housing_available,sanctioned_strength,women_cases_reported,women_chargesheeted,women_convicted,women_acquitted,women_pending_investigation,women_pending_trial,women_false_cases,women_arrests_persons,women_arrests_convicted,women_arrests_chargesheeted,fraud_total,rape_below_18,custodial_deaths_total,property_recovery_rate,violent_crime_index,property_crime_index,accountability_score,judicial_backlog_score,women_safety_score,housing_gap,total_crime_proxy,crime_yoy_pct,crime_3yr_avg,rape_minor_pct,complaint_registration_ratio
Chandigarh,2008,234,0,75,3,0,141,3,0,40,4,6,14,14,2,0,238674576,84044422,34.0,4.0,2188.0,488.0,3.0,0.0,0.0,0.0,0.0,432.0,0.0,432.0,0.0,504.0,183,90,22,7953,127,545,22,181,39,135,3.0,24,0,35.21297634985638,74.0,2191.0,84,0,342,504.0,2682.0,8.98,2321.0,60.0,0.0
Chandigarh,2009,12,0,46,3,0,12,12,0,58,6,16,20,16,0,0,216198456,53679290,44.0,2.0,2234.0,550.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,350.0,0.0,707.0,339,121,86,8029,321,1033,105,301,138,262,0.0,42,0,24.82871108015684,102.0,2234.0,55,0,554,707.0,2687.0,0.19,2610.0,72.41,0.0
Chandigarh,2010,357,0,54,1,0,124,0,0,62,8,16,8,30,0,0,240875118,104407826,44.0,8.0,1796.0,512.0,2.0,1.0,0.0,0.0,0.0,458.0,0.0,458.0,0.0,708.0,319,175,88,8139,235,868,142,263,114,230,3.0,32,0,43.3452101100787,106.0,1799.0,57,0,494,708.0,2581.0,-3.94,2650.0,51.61,0.0
Chhattisgarh,2001,2618,137,131,0,4,2008,748,5,1918,50,382,436,768,274,8,224484912,74663946,3314.0,410.0,1884.0,830.0,0.0,0.0,0.0,0.0,0.0,4890.0,1770.0,3120.0,514.0,1482.0,7967,7986,1214,9974,377,29836,58,10571,2195,10803,0.0,868,0,33.260117722299306,5232.0,1884.0,131,0,17324,968.0,17701.0,0.0,17701.0,45.26,19.11
Chhattisgarh,2002,2053,19,151,15,0,1731,725,0,1984,52,262,50,1304,294,22,346017386,81243732,1688.0,212.0,2252.0,642.0,26.0,0.0,0.0,0.0,0.0,11316.0,4945.0,6371.0,797.0,1482.0,7071,7016,3277,12247,239,26887,70,10140,4675,9988,26.0,364,0,23.479667579478217,3672.0,2278.0,196,0,13934,685.0,15074.0,-14.84,16387.5,18.35,100.0
Chhattisgarh,2003,1819,28,51,3,1,1225,597,0,1796,54,194,124,752,662,10,293861020,84835608,1594.0,190.0,2262.0,780.0,0.0,0.0,0.0,0.0,0.0,5202.0,0.0,5202.0,601.0,2959.0,6689,6185,1414,9752,549,27076,72,9686,2090,9680,0.0,372,0,28.8692961046688,3390.0,2262.0,60,0,14961,2358.0,14160.0,-6.06,15645.0,20.71,64.96
Chhattisgarh,2004,1517,29,99,11,14,1204,583,95,1938,28,122,466,852,452,18,405599024,134802308,1854.0,246.0,2632.0,1004.0,0.0,0.0,0.0,0.0,0.0,6167.0,336.0,5831.0,616.0,2523.0,7540,7517,1842,11204,332,26456,106,12034,3202,12196,0.0,616,0,33.235363012116125,3792.0,2632.0,132,0,17732,1907.0,15481.0,9.33,14905.0,31.79,52.31
Chhattisgarh,2005,1006,40,69,4,30,727,284,4,1980,30,224,510,784,400,32,568114164,288040082,2100.0,246.0,3238.0,1284.0,0.0,0.0,0.0,0.0,0.0,6319.0,2450.0,3869.0,710.0,3576.0,7226,6823,2149,11560,496,26536,26,10947,3324,10835,0.0,764,0,50.701091479916,4080.0,3238.0,81,0,16024,2866.0,15550.0,0.45,15063.67,38.59,25.15
Chhattisgarh,2006,1444,28,124,22,1,1331,355,1,1990,56,208,632,674,366,54,699812956,159290104,2196.0,282.0,4286.0,1468.0,0.0,0.0,0.0,0.0,0.0,5694.0,2410.0,3284.0,492.0,4721.0,7528,7309,1770,10283,519,28917,28,11413,2977,11250,0.0,896,0,22.761811228884994,4186.0,4286.0,190,0,17171,4229.0,17444.0,12.18,16158.33,45.03,51.57
Chhattisgarh,2007,1965,6,118,16,6,1620,548,2,1964,64,234,438,1000,202,26,689333776,284604472,2194.0,454.0,3866.0,1432.0,0.0,0.0,0.0,0.0,0.0,5782.0,2183.0,3599.0,325.0,4817.0,7553,7249,1151,10689,604,31321,81,11599,2030,11417,0.0,736,0,41.286889154260734,4158.0,3866.0,166,0,18001,4492.0,17542.0,0.56,16845.33,37.47,100.0
Chhattisgarh,2008,1516,413,143,24,9,1000,703,1,1956,48,160,614,776,352,6,767499152,263445684,2338.0,304.0,4236.0,1210.0,0.0,0.0,0.0,0.0,0.0,6895.0,2200.0,4695.0,459.0,5206.0,3982,3778,673,9479,355,16541,30,5987,1054,5856,0.0,822,0,34.325208479188,4294.0,4236.0,215,0,9296,4747.0,14028.0,-20.03,16338.0,42.02,3.67
Chhattisgarh,2009,1828,68,272,21,13,1598,1261,0,1952,160,454,174,920,226,18,829476020,288093712,2166.0,322.0,4376.0,1378.0,0.0,0.0,0.0,0.0,0.0,7185.0,2317.0,4868.0,0.0,5200.0,8020,7828,1338,11614,639,34651,123,12599,1724,12450,0.0,788,0,34.73201214424499,4118.0,4376.0,335,0,19281,5200.0,18342.0,30.75,16637.33,40.37,26.88
Chhattisgarh,2010,1863,29,362,23,17,1272,1104,0,2024,48,174,542,848,380,32,945928432,273408784,2130.0,290.0,4278.0,1206.0,0.0,0.0,0.0,0.0,0.0,8072.0,2417.0,5655.0,0.0,5200.0,8374,7817,1713,12463,901,35375,85,13089,2668,12896,0.0,764,0,28.90374945406018,4154.0,4278.0,431,0,19750,5200.0,18669.0,1.78,17013.0,37.75,64.24
Dadra & Nagar Haveli,2001,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,23209094,10628872,6.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,17.0,18.0,38,40,4,7898,14,126,0,48,4,50,0.0,6,0,45.79615214622337,18.0,30.0,0,0,82,1.0,86.0,0.0,86.0,50.0,0.0
Dadra & Nagar Haveli,2002,0,0,0,0,1,0,0,0,8,2,2,2,2,0,0,29862780,12167302,22.0,2.0,74.0,40.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,138.0,16.0,16.0,30,32,4,7930,8,114,2,38,4,50,0.0,6,0,40.74403655654296,30.0,74.0,0,0,64,0.0,134.0,55.81,110.0,75.0,0.0
Dadra & Nagar Haveli,2003,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,148233812,13818284,22.0,4.0,30.0,18.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,1.0,16.0,24,14,4,7904,14,110,2,40,10,28,3.0,0,0,9.321951458686092,24.0,33.0,0,0,60,15.0,81.0,-39.55,100.33,0.0,0.0
Dadra & Nagar Haveli,2004,1,1,0,0,0,0,1,0,14,0,0,0,12,2,0,1237503284,14482892,22.0,2.0,48.0,28.0,5.0,0.0,0.0,1.0,0.0,81.0,0.0,81.0,20.0,19.0,44,36,0,7926,22,108,0,64,0,58,6.0,0,0,1.170331601317997,36.0,54.0,0,0,108,0.0,135.0,66.67,116.67,0.0,1.0
Dadra & Nagar Haveli,2005,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,48997050,31921250,14.0,4.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,20.0,19.0,50,36,0,7938,26,98,8,70,0,66,0.0,0,0,65.14933041887215,24.0,44.0,0,0,120,0.0,118.0,-12.59,111.33,0.0,0.0
Dadra & Nagar Haveli,2006,0,0,0,0,0,0,0,0,12,4,2,4,2,0,0,140977120,19887820,18.0,2.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,20.0,19.0,66,44,4,7908,34,120,8,50,6,62,0.0,10,0,14.10712603577091,30.0,30.0,0,0,112,0.0,126.0,6.78,126.33,83.33,0.0
Dadra & Nagar Haveli,2007,0,0,0,0,0,0,0,0,14,2,4,8,0,0,0,136953246,77849620,20.0,0.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,20.0,20.0,36,28,2,7914,30,122,2,36,2,34,0.0,14,0,56.84393928129312,34.0,38.0,0,0,70,0.0,108.0,-14.29,117.33,100.0,0.0
Dadra & Nagar Haveli,2008,0,0,0,0,0,0,0,0,12,0,2,4,6,0,0,75710080,15656160,18.0,6.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,69.0,20.0,20.0,27,22,0,7904,17,70,0,42,0,34,0.0,6,0,20.67909583505921,30.0,38.0,0,0,69,0.0,95.0,-12.04,109.67,50.0,0.0
Dadra & Nagar Haveli,2009,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,106097246,20356816,20.0,2.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,17.0,19.0,45,34,6,7898,38,163,2,39,8,59,0.0,4,0,19.18694100693245,28.0,46.0,0,0,78,2.0,119.0,25.26,107.33,50.0,0.0
Dadra & Nagar Haveli,2010,0,0,0,0,0,0,0,0,6,2,2,2,0,0,0,59511856,8375182,12.0,0.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,17.0,30.0,66,33,12,7898,58,175,6,84,16,54,0.0,6,0,14.073131915092684,18.0,68.0,0,0,138,13.0,152.0,27.73,122.0,100.0,0.0
Daman & Diu,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28302316,4646988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,13,0,7902,4,21,0,57,0,65,0.0,0,0,16.419108598745062,0.0,0.0,0,0,74,0.0,17.0,0.0,17.0,0.0,0.0
Daman & Diu,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32823954,10695272,16.0,0.0,72.0,38.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,27.0,16,7,0,7898,4,20,0,18,0,14,0.0,0,0,32.58374052071849,16.0,72.0,0,0,34,27.0,104.0,511.76,60.5,0.0,0.0
Daman & Diu,2003,0,0,0,0,0,0,0,0,10,4,0,6,0,0,0,36348450,15517358,12.0,6.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,1.0,27.0,20,10,0,7894,8,26,0,20,5,16,0.0,10,0,42.69056314643403,22.0,54.0,0,0,40,26.0,96.0,-7.69,72.33,100.0,0.0
Daman & Diu,2004,0,0,6,0,0,0,0,0,2,0,0,2,0,0,0,9945650,1607200,6.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,1.0,25.0,16,15,0,7896,6,36,0,25,0,29,0.0,2,0,16.15982866881501,8.0,24.0,6,0,41,24.0,48.0,-50.0,82.67,100.0,0.0
Daman & Diu,2005,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,16971192,2313686,10.0,0.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,28.0,23,15,0,7898,8,45,0,30,0,32,0.0,2,0,13.633020002366363,14.0,54.0,0,0,53,28.0,91.0,89.58,78.33,50.0,0.0
Daman & Diu,2006,1,0,0,0,0,0,1,0,6,2,0,0,4,0,0,38602160,6067680,14.0,0.0,66.0,14.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,27.0,22,17,2,7900,8,50,0,51,6,47,0.0,2,0,15.718498653961332,20.0,66.0,0,0,71,27.0,109.0,19.78,82.67,33.33,0.0
Daman & Diu,2007,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,64208530,12245500,24.0,8.0,56.0,14.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,27.0,23,14,2,7896,11,56,0,86,2,60,1.0,0,0,19.071453590356292,26.0,57.0,1,0,107,27.0,106.0,-2.75,102.0,0.0,0.0
Daman & Diu,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93195010,8460800,4.0,0.0,66.0,28.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,27.0,13,5,0,7899,6,26,0,21,0,21,0.0,0,0,9.078597663115223,4.0,66.0,0,0,34,27.0,83.0,-21.7,99.33,0.0,0.0
Daman & Diu,2009,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,26824184,9042680,10.0,0.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,0.0,27.0,31,12,0,7899,23,59,0,49,0,23,0.0,2,0,33.71092294923119,12.0,62.0,0,0,80,27.0,105.0,26.51,98.0,100.0,0.0
Daman & Diu,2010,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,28032804,10938170,10.0,0.0,56.0,22.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,27.0,32,17,0,7901,26,65,0,60,0,49,0.0,2,0,39.01917910174095,12.0,56.0,0,0,92,27.0,100.0,-4.76,96.0,100.0,0.0
Delhi,2001,6572,184,99,103,0,368,428,0,766,96,162,308,118,82,0,4255106786,436509188,1148.0,84.0,15962.0,4100.0,5.0,0.0,0.0,0.0,0.0,6300.0,1205.0,5095.0,0.0,11226.0,5101,3128,1581,10237,2686,8533,444,6089,1684,5688,5.0,566,0,10.258477870313076,1914.0,15967.0,408,0,9609,11226.0,29554.0,0.0,29554.0,73.89,35.72
Delhi,2002,9626,92,58,79,0,366,475,0,814,70,108,104,434,98,0,3937816482,200753774,1082.0,80.0,15208.0,3412.0,0.0,0.0,0.0,0.0,0.0,3846.0,0.0,3846.0,0.0,11246.0,5027,2926,496,9029,2930,9823,358,5945,814,5256,0.0,282,0,5.098098779302128,1896.0,15208.0,295,0,10476,11246.0,31757.0,7.45,30655.5,34.64,100.0
Delhi,2003,9797,108,77,77,0,352,578,0,980,52,100,152,642,34,0,3876326264,153250796,1004.0,96.0,15376.0,2854.0,31.0,0.0,0.0,0.0,0.0,3702.0,0.0,3702.0,0.0,11246.0,7178,3367,603,9644,4695,10837,500,9359,1219,8583,31.0,304,0,3.953506117977277,1984.0,15407.0,308,0,15934,11246.0,34366.0,8.22,31892.33,31.02,90.71
Delhi,2004,10179,123,96,85,0,2939,591,0,1102,120,252,154,564,12,0,4588713912,231165094,1020.0,96.0,17848.0,4242.0,11.0,0.0,0.0,0.0,0.0,5209.0,0.0,5209.0,0.0,11246.0,7884,4276,1226,10399,6256,11372,636,9890,1417,8846,11.0,526,0,5.037688085009559,2122.0,17859.0,351,0,16548,11246.0,38044.0,10.7,34722.33,47.73,82.76
Delhi,2005,6665,86,211,87,0,1583,612,0,1332,120,240,110,808,50,4,4119583280,190325934,1066.0,80.0,17766.0,4498.0,4.0,0.0,0.0,0.0,0.0,5972.0,0.0,5972.0,0.0,11607.0,9016,4980,844,10752,8565,12679,453,11190,1458,10127,4.0,470,0,4.620028800582956,2398.0,17770.0,472,0,19362,11607.0,35849.0,-5.77,36086.33,35.29,77.5
Delhi,2006,5360,113,1374,182,0,113,579,0,1252,140,222,534,310,42,4,5097249186,270473372,976.0,56.0,18804.0,4120.0,1.0,0.0,0.0,0.0,0.0,5945.0,0.0,5945.0,0.0,11223.0,9370,5611,1034,10337,10737,14845,431,12013,1731,10691,1.0,896,0,5.306261517346977,2228.0,18805.0,1920,0,20349,11223.0,35763.0,-0.24,36552.0,71.57,47.43
Delhi,2007,5786,87,1386,91,0,288,513,0,1204,152,188,456,358,48,2,3699220650,201589428,1022.0,82.0,17748.0,3564.0,5.0,0.0,6.0,0.0,0.0,6065.0,0.0,6065.0,0.0,12339.0,9975,5066,1211,10377,13841,16140,524,11056,1920,9231,11.0,796,0,5.449510777357927,2226.0,17759.0,1659,0,19820,12339.0,35746.0,-0.05,35786.0,66.11,66.51
Delhi,2008,6031,93,1185,87,0,70,539,0,940,142,190,270,266,60,12,7170771296,201026144,1178.0,86.0,22054.0,2680.0,40.0,4.0,0.0,0.0,0.0,3609.0,0.0,3609.0,0.0,13022.0,4274,2723,439,8773,6847,9239,385,2936,732,3921,44.0,602,0,2.803410340420931,2118.0,22098.0,1446,0,6771,13022.0,34521.0,-3.43,35343.33,64.04,64.85
Delhi,2009,6155,69,1461,58,0,364,416,0,938,94,144,376,282,40,2,15571434024,489158950,1142.0,82.0,26502.0,3772.0,54.0,6.0,5.0,4.0,5.0,3589.0,36.0,3553.0,0.0,13890.0,8888,5099,1213,9518,14429,21188,865,5427,1518,6566,74.0,614,0,3.1413866522894884,2080.0,26576.0,1635,0,13102,13890.0,43699.0,26.59,37988.67,65.46,89.2
Delhi,2010,6614,58,1303,35,0,241,294,0,1014,102,158,348,336,68,2,8390763954,403645558,1154.0,78.0,30062.0,3848.0,49.0,23.0,12.0,0.0,0.0,5077.0,87.0,4990.0,0.0,13911.0,9406,4812,1138,10200,15637,22546,1227,5978,1908,5594,84.0,608,0,4.810593650505163,2168.0,30146.0,1408,0,14246,13911.0,48334.0,10.61,42184.67,59.96,100.0
Goa,2001,8,2,168,0,0,0,7,0,24,6,14,2,0,2,0,479783566,19043052,74.0,6.0,356.0,172.0,4.0,0.0,0.0,0.0,0.0,1091.0,0.0,1091.0,8.0,388.0,200,134,114,8064,44,364,66,271,193,281,4.0,22,0,3.969092180201937,98.0,360.0,168,0,357,380.0,666.0,0.0,666.0,91.67,4.0
Goa,2002,8,2,108,0,0,5,6,0,24,2,6,6,8,2,0,140135138,19694316,62.0,20.0,302.0,82.0,1.0,0.0,0.0,0.0,0.0,485.0,0.0,485.0,13.0,388.0,151,101,62,7950,58,333,28,201,119,189,1.0,14,0,14.053802837087156,86.0,303.0,108,0,290,375.0,548.0,-17.72,607.0,58.33,4.0
Goa,2003,1,1,20,0,0,0,0,0,64,12,18,16,14,4,0,550808412,17133860,68.0,12.0,268.0,86.0,7.0,0.0,0.0,0.0,0.0,307.0,0.0,307.0,13.0,384.0,232,128,46,7953,125,338,24,317,98,226,7.0,46,0,3.1106750780705217,132.0,275.0,20,0,503,371.0,640.0,16.79,618.0,71.88,1.0
Goa,2004,119,2,227,0,0,46,1,0,74,16,14,10,24,10,0,190000748,18908512,84.0,16.0,250.0,88.0,2.0,0.0,0.0,0.0,0.0,353.0,0.0,353.0,14.0,384.0,250,183,39,7960,128,395,19,383,66,313,2.0,40,0,9.951809242350985,158.0,252.0,227,0,594,370.0,779.0,21.72,655.67,54.05,59.5
Goa,2005,20,3,205,0,0,18,2,0,40,8,8,14,8,2,0,195511334,28073590,98.0,10.0,390.0,122.0,1.0,0.0,0.0,0.0,0.0,276.0,0.0,276.0,9.0,383.0,224,158,58,7942,136,430,38,348,116,295,1.0,30,0,14.359060124872352,138.0,391.0,205,0,514,374.0,773.0,-0.77,730.67,75.0,6.67
Goa,2006,66,1,103,0,0,56,2,0,42,2,8,18,10,2,2,257929422,36089238,80.0,22.0,456.0,140.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,192.0,8.0,383.0,186,142,33,7944,116,475,27,256,69,258,0.0,28,0,13.991904343506803,122.0,456.0,103,0,409,375.0,830.0,7.37,794.0,66.67,66.0
Goa,2007,35,11,69,9,0,25,4,0,40,8,8,14,8,2,0,258678714,34294548,68.0,16.0,440.0,130.0,1.0,0.0,0.0,0.0,0.0,179.0,0.0,179.0,8.0,501.0,167,89,17,7942,157,485,5,263,22,154,1.0,30,0,13.25758407783023,108.0,441.0,96,0,413,493.0,751.0,-9.52,784.67,75.0,3.18
Goa,2008,64,11,167,5,1,54,2,0,60,2,12,22,14,6,4,233072420,48828712,106.0,22.0,506.0,154.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,7.0,561.0,137,77,11,7935,100,257,11,134,10,110,0.0,36,0,20.950017166338256,166.0,506.0,182,0,260,554.0,873.0,16.25,818.0,60.0,5.82
Goa,2009,31,9,139,0,0,12,2,0,100,2,22,42,30,4,0,1313161934,53513924,114.0,12.0,692.0,168.0,4.0,0.0,1.0,0.0,0.0,361.0,0.0,361.0,7.0,561.0,324,177,30,8020,276,543,16,403,37,278,5.0,66,0,4.07519610601201,214.0,697.0,139,0,697,554.0,1266.0,45.02,963.33,66.0,3.44
Goa,2010,15,8,257,0,1,7,1,0,72,8,10,28,22,0,4,462531676,46467584,70.0,4.0,744.0,284.0,1.0,0.0,0.0,0.0,0.0,382.0,3.0,379.0,7.0,584.0,290,242,26,8019,242,633,16,384,32,398,1.0,46,0,10.046357127765669,142.0,745.0,257,0,648,577.0,1192.0,-5.85,1110.33,63.89,1.88
Gujarat,2001,2358,417,3429,67,18,548,555,2,572,30,46,174,250,72,0,2299633752,455386512,2560.0,226.0,11074.0,3180.0,18.0,1.0,1.0,1.0,0.0,6207.0,76.0,6131.0,535.0,11862.0,11745,10768,286,12588,692,57984,518,26538,493,27056,21.0,250,0,19.802566891529956,3132.0,11095.0,3630,0,37997,11327.0,28330.0,0.0,28330.0,43.71,5.65
Gujarat,2002,2362,244,1074,49,21,475,611,7,536,32,32,86,352,34,0,10830561240,399420786,4654.0,512.0,12512.0,3256.0,13.0,2.0,0.0,3.0,2.0,6600.0,80.0,6520.0,521.0,12018.0,10938,9657,392,12638,777,61614,458,24692,572,24617,20.0,150,0,3.6879047830396647,5190.0,12532.0,1221,0,35238,11497.0,31022.0,9.5,29676.0,27.99,9.68
Gujarat,2003,2196,242,2255,59,22,295,479,3,472,34,34,92,286,26,0,6483859882,617246466,2328.0,230.0,14488.0,4572.0,13.0,1.0,1.0,0.0,0.0,8829.0,90.0,8739.0,538.0,12023.0,11693,10255,310,12804,816,65958,520,27407,808,27170,15.0,160,0,9.51973789121435,2800.0,14503.0,2432,0,38790,11485.0,31192.0,0.55,30181.33,33.9,9.07
Gujarat,2004,4413,249,1806,45,8,421,544,0,678,24,54,114,388,94,4,13150710710,577846936,2338.0,208.0,13872.0,4302.0,36.0,1.0,1.0,0.0,0.0,8994.0,79.0,8915.0,742.0,12023.0,12784,11467,430,12996,928,71086,378,30942,594,30934,38.0,192,0,4.394035795803769,3016.0,13910.0,1941,0,43296,11281.0,34123.0,9.4,32112.33,28.32,17.72
Gujarat,2005,4214,267,1191,62,31,410,518,0,648,36,56,88,436,32,0,7561101200,708715256,2206.0,230.0,14196.0,3552.0,22.0,1.0,0.0,0.0,0.0,7336.0,109.0,7227.0,672.0,12023.0,13047,11612,690,13407,1185,75831,262,32755,1110,32372,23.0,180,0,9.373175113699046,2854.0,14219.0,1377,0,45112,11351.0,34334.0,0.62,33216.33,27.78,15.78
Gujarat,2006,893,232,1256,51,3,253,639,1,708,40,60,124,426,56,2,5177639312,623979024,2428.0,192.0,14382.0,3294.0,38.0,0.0,0.0,0.0,0.0,7889.0,177.0,7712.0,396.0,13845.0,14940,13113,541,13147,1833,82423,280,35997,1013,34778,38.0,224,0,12.051419312925674,3136.0,14420.0,1409,0,50396,13449.0,33389.0,-2.75,33948.67,31.64,3.85
Gujarat,2007,686,226,1234,47,5,208,540,2,634,36,60,102,360,74,2,3386120296,805104974,2428.0,254.0,16038.0,3782.0,17.0,1.0,0.0,0.0,0.0,6616.0,210.0,6406.0,392.0,14070.0,16994,15473,596,13615,2006,90909,264,43101,1162,42983,18.0,198,0,23.77662054567479,3062.0,16056.0,1375,0,59499,13678.0,36798.0,10.21,34840.33,31.23,3.04
Gujarat,2008,786,246,1216,55,1,313,572,2,748,30,54,114,434,114,2,5084404148,802876834,2290.0,214.0,19886.0,4456.0,86.0,0.0,0.0,0.0,0.0,6975.0,170.0,6805.0,897.0,13311.0,9122,8113,286,11487,1008,48932,136,21982,626,22052,86.0,198,0,15.79097197290698,3038.0,19972.0,1381,0,30818,12414.0,32918.0,-10.54,34368.33,26.47,3.2
Gujarat,2009,1137,352,1126,40,7,282,606,47,866,30,54,100,616,64,2,5463127172,966978024,2118.0,180.0,22290.0,5506.0,24.0,0.0,0.0,0.0,0.0,5740.0,141.0,5599.0,685.0,13483.0,16565,14860,470,15627,2325,104585,188,42135,1637,42477,24.0,184,0,17.700082636846222,2984.0,22314.0,1246,0,58230,12798.0,43000.0,30.63,37572.0,21.25,3.23
Gujarat,2010,958,274,1937,34,5,375,558,41,816,44,56,106,522,84,4,6993641698,944552264,2164.0,220.0,19658.0,4886.0,19.0,0.0,1.0,1.0,1.0,5990.0,328.0,5662.0,564.0,14287.0,16859,15327,454,16082,2382,110796,144,40749,1944,40385,22.0,206,0,13.505871544293118,2980.0,19680.0,2039,0,57154,13723.0,40477.0,-5.87,38798.33,25.25,3.5
Haryana,2001,1681,9,21,0,0,1635,792,0,796,68,124,250,268,80,6,809782876,515659966,1636.0,88.0,6240.0,3020.0,0.0,0.0,0.0,0.0,0.0,7152.0,162.0,6990.0,2132.0,4213.0,6795,5131,1489,11456,670,14807,991,11597,2414,11599,0.0,442,0,63.67879357330347,2432.0,6240.0,21,0,16903,2081.0,17148.0,0.0,17148.0,55.53,100.0
Haryana,2002,697,3,219,9,0,689,313,0,722,58,98,12,474,78,2,852665442,555801134,1622.0,76.0,6108.0,3006.0,0.0,0.0,0.0,0.0,0.0,6937.0,26.0,6911.0,2193.0,5293.0,8777,7060,3161,11824,531,14598,1123,13879,4037,14087,0.0,168,0,65.18396391160415,2344.0,6108.0,246,0,19495,3100.0,17926.0,4.54,17537.0,23.27,100.0
Haryana,2003,3270,15,131,11,0,1259,418,20,706,4,10,140,496,56,0,982288602,671092164,1496.0,78.0,6586.0,3092.0,0.0,0.0,0.0,0.0,0.0,7118.0,20.0,7098.0,2223.0,5341.0,8346,6556,2990,11364,470,14636,1237,12795,3998,12829,0.0,154,0,68.31924575258383,2202.0,6586.0,164,0,18151,3118.0,20404.0,13.82,18492.67,21.81,100.0
Haryana,2004,1244,50,86,14,0,1221,834,0,772,4,4,40,630,94,0,925758510,572905732,1484.0,92.0,7470.0,3224.0,0.0,0.0,0.0,0.0,0.0,6649.0,19.0,6630.0,2401.0,5932.0,8607,6100,2549,11865,797,14203,1494,12938,3919,12535,0.0,48,0,61.8850084348671,2256.0,7470.0,128,0,18996,3531.0,19577.0,-4.05,19302.33,6.22,24.88
Haryana,2005,1234,94,11,0,0,1189,1025,0,922,0,68,194,362,286,12,1939934884,1500443730,1624.0,164.0,10552.0,3702.0,1.0,0.0,0.0,0.0,0.0,6865.0,0.0,6865.0,3813.0,5858.0,8367,5739,1477,11000,1103,15338,1711,12221,2282,12198,1.0,262,0,77.34505639210929,2546.0,10553.0,11,0,19111,2045.0,22700.0,15.95,20893.67,28.42,13.13
Haryana,2006,1233,18,10,0,0,1269,615,0,1216,2,44,306,752,102,10,1587886650,880523814,1798.0,112.0,13176.0,4516.0,0.0,0.0,1.0,0.0,0.0,6028.0,0.0,6028.0,2925.0,5759.0,9346,6427,1569,10645,1524,17402,1889,13332,2538,12985,1.0,352,0,55.452561050248775,3014.0,13177.0,10,0,21109,2834.0,26770.0,17.93,23015.67,28.95,68.5
Haryana,2007,1246,19,47,6,0,1218,583,0,976,34,52,158,644,82,6,1779590876,1007432768,1884.0,120.0,13472.0,4448.0,1.0,0.0,15.0,0.0,0.0,6376.0,0.0,6376.0,3138.0,6064.0,9449,6639,1257,11069,1681,19551,1949,13768,2195,13371,16.0,244,0,56.610358121436,2860.0,13488.0,65,0,21960,2926.0,27043.0,1.02,25504.33,25.0,65.58
